Vardas         Pavarde        ND1    ND2    ND3    ND4    ND5    ND6    ND7    ND8    ND9    ND10   ND11   ND12   ND13   ND14   ND15   Egz.
Vardas7863     Pavarde7863    10     3      7      6      10     1      8      2      2      10     2      8      8      1      9      4      
Vardas7864     Pavarde7864    1      3      1      6      9      1      7      7      5      9      4      1      3      9      6      1      
Vardas7865     Pavarde7865    9      9      6      4      1      0      1      1      5      3      2      10     2      7      9      3      
Vardas7866     Pavarde7866    7      6      10     10     9      4      8      10     10     4      7      1      4      7      5      0      
Vardas7867     Pavarde7867    7      8      9      6      7      8      8      2      8      8      2      4      8      3      5      5      
Vardas7868     Pavarde7868    5      0      10     8      3      1      4      7      0      5      0      0      2      8      9      7      
Vardas7869     Pavarde7869    1      4      6      2      4      3      2      6      6      0      0      6      8      9      5      10     
Vardas7870     Pavarde7870    9      0      3      3      5      8      9      4      4      4      10     10     6      0      8      0      
Vardas7871     Pavarde7871    2      1      1      5      9      3      9      3      3      6      1      1      0      2      3      6      
Vardas7872     Pavarde7872    0      10     1      7      1      7      6      4      1      9      6      7      1      3      1      10     
Vardas7873     Pavarde7873    6      6      1      10     8      2      2      0      3      7      0      1      2      9      4      3      
Vardas7874     Pavarde7874    8      10     9      6      8      10     4      7      6      4      9      0      2      10     1      1      
Vardas7875     Pavarde7875    8      3      5      9      3      6      2      0      5      10     7      5      9      3      6      10     
Vardas7876     Pavarde7876    9      10     9      9      1      2      3      1      6      6      7      6      6      4      4      10     
Vardas7877     Pavarde7877    6      7      8      1      9      7      0      4      5      8      7      7      5      3      10     3      
Vardas7878     Pavarde7878    5      10     1      0      10     1      0      3      7      8      8      6      9      1      5      7      
Vardas7879     Pavarde7879    10     8      8      1      8      6      10     5      3      4      1      7      10     5      2      10     
Vardas7880     Pavarde7880    1      1      7      9      9      2      2      7      10     6      10     0      0      1      3      1      
Vardas7881     Pavarde7881    3      6      0      10     5      4      9      3      10     10     8      9      2      9      0      1      
Vardas7882     Pavarde7882    8      3      8      0      9      5      5      10     10     8      4      1      0      9      10     3      
Vardas7883     Pavarde7883    1      3      9      0      10     4      1      6      6      10     6      4      6      5      3      6      
Vardas7884     Pavarde7884    5      7      2      1      9      1      6      6      3      4      3      3      9      8      0      2      
Vardas7885     Pavarde7885    8      0      4      3      6      0      6      9      7      9      0      10     10     8      9      8      
Vardas7886     Pavarde7886    3      3      4      1      8      9      3      9      8      2      0      9      4      6      9      5      
Vardas7887     Pavarde7887    2      9      7      7      10     0      10     4      7      5      7      8      10     0      10     6      
Vardas7888     Pavarde7888    5      10     7      1      3      9      6      2      5      7      3      5      7      9      1      7      
Vardas7889     Pavarde7889    8      7      2      4      6      7      9      5      3      4      7      5      10     6      7      5      
Vardas7890     Pavarde7890    1      1      0      9      2      7      6      0      9      5      6      9      7      9      5      0      
Vardas7891     Pavarde7891    0      5      4      9      8      1      2      9      4      3      9      8      9      1      0      4      
Vardas7892     Pavarde7892    3      2      7      2      8      4      0      5      0      7      6      10     3      3      8      2      
Vardas7893     Pavarde7893    9      8      9      1      7      2      4      5      0      3      8      5      4      3      3      9      
Vardas7894     Pavarde7894    7      8      9      5      5      7      0      7      6      1      7      1      10     5      4      10     
Vardas7895     Pavarde7895    3      8      10     5      1      10     0      10     5      10     0      6      5      2      4      9      
Vardas7896     Pavarde7896    5      4      5      4      9      6      0      8      2      4      9      4      1      7      2      0      
Vardas7897     Pavarde7897    10     1      7      0      9      8      1      5      9      3      3      8      6      10     5      6      
Vardas7898     Pavarde7898    8      0      6      4      1      3      2      1      4      6      4      8      7      6      8      8      
Vardas7899     Pavarde7899    3      8      2      2      9      9      5      1      3      4      9      5      6      10     10     2      
Vardas7900     Pavarde7900    2      6      1      4      7      8      5      8      1      8      5      3      0      2      4      10     
Vardas7901     Pavarde7901    7      4      10     7      3      4      4      6      1      3      5      3      8      6      6      4      
Vardas7902     Pavarde7902    0      6      2      0      5      8      6      0      6      9      5      4      9      1      7      4      
Vardas7903     Pavarde7903    10     3      7      9      7      4      6      7      5      10     9      4      7      5      3      5      
Vardas7904     Pavarde7904    5      4      4      10     8      5      2      3      10     7      2      1      10     2      9      4      
Vardas7905     Pavarde7905    0      9      6      9      10     0      9      0      3      8      6      6      7      3      9      2      
Vardas7906     Pavarde7906    7      10     2      7      0      5      2      7      9      1      3      2      6      10     4      6      
Vardas7907     Pavarde7907    7      5      2      7      7      6      3      9      5      1      2      3      4      9      9      8      
Vardas7908     Pavarde7908    8      9      1      1      9      9      6      0      1      7      4      5      3      6      9      5      
Vardas7909     Pavarde7909    8      10     5      0      0      5      4      9      1      1      0      1      7      5      4      7      
Vardas7910     Pavarde7910    5      7      3      6      4      1      9      8      4      2      0      8      2      7      0      2      
Vardas7911     Pavarde7911    3      8      7      10     7      6      0      0      5      7      4      1      2      7      7      6      
Vardas7912     Pavarde7912    2      8      4      1      2      5      9      7      10     10     10     0      4      6      10     1      
Vardas7913     Pavarde7913    6      10     8      5      0      4      6      4      1      9      10     1      0      7      0      10     
Vardas7914     Pavarde7914    7      8      5      8      2      2      5      6      5      8      3      4      3      4      8      9      
Vardas7915     Pavarde7915    0      10     3      3      8      7      3      1      2      0      8      4      2      5      9      10     
Vardas7916     Pavarde7916    9      9      3      0      10     3      9      0      6      5      1      2      1      3      9      0      
Vardas7917     Pavarde7917    10     3      9      3      6      8      8      1      5      1      9      8      9      7      3      10     
Vardas7918     Pavarde7918    9      1      10     9      8      10     0      6      3      9      0      2      8      10     0      0      
Vardas7919     Pavarde7919    5      4      10     7      1      9      7      7      10     8      6      2      4      2      9      7      
Vardas7920     Pavarde7920    1      4      3      10     7      10     4      1      1      9      2      9      3      0      2      5      
Vardas7921     Pavarde7921    2      8      3      8      7      5      5      3      7      7      1      1      3      3      5      5      
Vardas7922     Pavarde7922    0      2      10     4      4      9      2      9      7      7      4      3      8      10     2      8      
Vardas7923     Pavarde7923    1      2      7      9      4      10     4      6      8      3      9      1      7      7      2      6      
Vardas7924     Pavarde7924    10     2      3      7      3      1      1      2      10     7      7      10     5      6      2      10     
Vardas7925     Pavarde7925    4      5      5      5      7      10     0      2      3      7      7      8      5      5      3      10     
Vardas7926     Pavarde7926    10     1      4      6      0      5      5      9      6      2      5      0      1      1      8      3      
Vardas7927     Pavarde7927    10     6      7      3      10     8      3      5      0      2      10     3      10     7      10     2      
Vardas7928     Pavarde7928    7      7      2      5      8      7      0      6      4      6      5      6      10     0      8      5      
Vardas7929     Pavarde7929    9      0      9      3      5      7      10     9      7      7      6      3      2      9      2      0      
Vardas7930     Pavarde7930    1      4      10     6      3      2      7      3      0      5      3      9      1      9      6      9      
Vardas7931     Pavarde7931    9      8      2      7      1      9      6      2      1      5      3      6      8      8      8      1      
Vardas7932     Pavarde7932    5      3      2      9      5      4      6      10     10     2      1      0      8      2      4      5      
Vardas7933     Pavarde7933    8      0      9      6      6      10     6      8      10     7      8      9      10     6      9      0      
Vardas7934     Pavarde7934    9      9      5      4      2      8      8      1      4      8      1      4      4      3      10     10     
Vardas7935     Pavarde7935    9      7      10     1      3      7      7      8      1      8      6      5      8      3      1      6      
Vardas7936     Pavarde7936    0      7      2      8      7      5      1      7      4      4      4      10     1      10     5      1      
Vardas7937     Pavarde7937    7      0      10     7      6      3      10     5      5      3      7      8      8      5      7      9      
Vardas7938     Pavarde7938    3      7      9      0      5      3      7      6      6      4      9      1      1      4      8      3      
Vardas7939     Pavarde7939    1      10     10     8      9      1      6      10     1      7      9      8      5      5      3      1      
Vardas7940     Pavarde7940    6      5      6      8      10     10     9      10     10     8      7      8      4      10     6      5      
Vardas7941     Pavarde7941    3      1      5      0      4      0      8      3      5      9      9      1      1      7      1      2      
Vardas7942     Pavarde7942    2      0      1      4      4      4      5      6      5      9      6      5      7      3      6      3      
Vardas7943     Pavarde7943    6      2      6      1      0      7      7      10     3      8      1      2      7      0      10     4      
Vardas7944     Pavarde7944    10     10     1      6      8      7      0      2      7      5      2      1      4      0      1      5      
Vardas7945     Pavarde7945    8      9      6      3      3      1      1      2      2      2      0      3      0      8      9      10     
Vardas7946     Pavarde7946    1      5      0      0      2      6      6      6      8      2      1      3      6      9      1      5      
Vardas7947     Pavarde7947    3      5      10     1      3      10     7      2      8      4      6      4      2      1      1      8      
Vardas7948     Pavarde7948    0      7      6      0      10     8      0      2      1      4      4      7      9      6      3      5      
Vardas7949     Pavarde7949    5      2      10     5      4      5      3      1      4      6      8      7      3      7      4      6      
Vardas7950     Pavarde7950    2      0      4      6      10     10     7      4      9      1      4      10     5      0      2      4      
Vardas7951     Pavarde7951    10     0      2      0      3      3      4      10     9      0      5      0      0      2      0      1      
Vardas7952     Pavarde7952    2      7      8      7      5      8      3      5      7      4      0      6      10     4      8      2      
Vardas7953     Pavarde7953    1      9      4      9      6      2      9      2      1      0      5      0      3      9      4      0      
Vardas7954     Pavarde7954    2      2      8      10     10     2      6      4      1      6      0      3      6      10     7      1      
Vardas7955     Pavarde7955    6      8      4      8      3      3      2      3      5      2      2      7      7      9      2      3      
Vardas7956     Pavarde7956    7      2      0      2      0      1      3      8      8      9      9      10     7      9      9      4      
Vardas7957     Pavarde7957    4      4      5      3      2      8      3      3      0      3      6      3      4      6      3      7      
Vardas7958     Pavarde7958    2      8      2      3      4      4      2      8      3      0      10     1      1      1      3      7      
Vardas7959     Pavarde7959    2      4      7      4      2      7      3      7      10     9      4      2      5      9      6      10     
Vardas7960     Pavarde7960    1      3      10     8      0      2      3      4      2      8      9      8      1      1      3      8      
Vardas7961     Pavarde7961    4      10     1      9      6      0      8      6      8      2      3      1      6      0      1      5      
Vardas7962     Pavarde7962    4      6      7      8      0      0      9      8      9      7      9      7      10     7      7      6      
Vardas7963     Pavarde7963    3      10     0      2      4      9      0      9      0      4      7      8      6      1      5      0      
Vardas7964     Pavarde7964    2      2      2      8      10     3      5      3      3      1      9      6      10     10     0      5      
Vardas7965     Pavarde7965    1      1      7      8      9      8      9      7      7      5      4      9      3      1      7      6      
Vardas7966     Pavarde7966    0      0      6      5      2      9      6      6      4      0      1      9      0      6      7      2      
Vardas7967     Pavarde7967    7      6      2      1      9      0      0      1      1      1      10     6      2      0      1      6      
Vardas7968     Pavarde7968    5      10     1      3      9      0      2      9      9      1      9      10     1      9      1      4      
Vardas7969     Pavarde7969    7      7      4      4      7      9      4      10     7      6      0      4      5      1      6      0      
Vardas7970     Pavarde7970    4      1      6      8      3      3      7      1      8      2      5      4      9      7      5      1      
Vardas7971     Pavarde7971    2      4      0      3      3      5      5      8      6      6      3      0      0      6      3      2      
Vardas7972     Pavarde7972    8      7      6      0      7      5      10     7      9      9      9      10     5      7      3      10     
Vardas7973     Pavarde7973    1      6      6      4      5      3      10     10     6      4      10     10     9      7      1      3      
Vardas7974     Pavarde7974    8      9      1      2      6      10     2      8      6      8      10     9      6      7      6      3      
Vardas7975     Pavarde7975    7      0      5      4      7      9      9      3      6      3      9      6      9      2      10     6      
Vardas7976     Pavarde7976    7      3      0      7      7      8      3      0      8      7      7      0      2      5      1      7      
Vardas7977     Pavarde7977    8      2      10     1      6      3      4      7      1      0      1      0      4      1      7      8      
Vardas7978     Pavarde7978    5      7      6      5      2      10     10     5      3      7      1      5      2      8      2      5      
Vardas7979     Pavarde7979    6      9      7      1      3      4      0      7      10     7      5      3      5      10     0      3      
Vardas7980     Pavarde7980    4      7      9      9      9      5      0      7      7      2      2      10     6      10     4      1      
Vardas7981     Pavarde7981    7      3      3      7      1      2      8      1      1      4      0      7      8      4      6      10     
Vardas7982     Pavarde7982    8      1      8      6      1      10     5      3      4      9      10     0      1      3      6      2      
Vardas7983     Pavarde7983    2      5      0      8      9      6      5      6      3      1      9      0      4      4      9      7      
Vardas7984     Pavarde7984    6      4      9      3      1      7      8      3      5      10     1      2      5      10     0      7      
Vardas7985     Pavarde7985    1      2      0      3      0      0      9      3      5      5      6      7      0      5      0      10     
Vardas7986     Pavarde7986    1      8      6      1      5      1      2      3      5      0      3      8      10     4      10     2      
Vardas7987     Pavarde7987    5      6      3      9      6      5      3      9      10     7      4      9      8      5      10     2      
Vardas7988     Pavarde7988    1      4      9      1      8      10     9      9      5      5      3      4      9      6      2      0      
Vardas7989     Pavarde7989    6      2      3      1      3      9      3      4      1      8      0      2      10     9      3      7      
Vardas7990     Pavarde7990    9      3      9      8      5      7      10     8      4      1      0      4      2      3      2      5      
Vardas7991     Pavarde7991    4      10     2      1      7      9      6      0      9      1      7      0      10     2      3      7      
Vardas7992     Pavarde7992    6      9      8      1      9      1      7      8      0      0      4      5      5      0      8      4      
Vardas7993     Pavarde7993    2      10     10     3      6      7      1      2      8      8      10     4      4      8      6      0      
Vardas7994     Pavarde7994    3      4      2      1      3      8      0      0      10     1      2      7      8      9      10     5      
Vardas7995     Pavarde7995    2      3      2      10     6      5      0      7      10     10     7      5      3      6      9      4      
Vardas7996     Pavarde7996    6      5      0      9      5      3      6      6      6      8      3      6      8      8      2      2      
Vardas7997     Pavarde7997    0      3      9      0      2      0      0      1      6      7      1      4      2      9      10     7      
Vardas7998     Pavarde7998    5      7      2      0      8      9      5      2      4      7      8      9      10     0      4      6      
Vardas7999     Pavarde7999    6      1      1      6      6      0      2      8      5      4      3      10     5      1      0      3      
Vardas8000     Pavarde8000    4      5      5      5      2      2      6      4      7      9      1      7      6      1      6      0      
Vardas8001     Pavarde8001    3      5      6      6      6      3      9      7      9      6      9      10     4      3      1      6      
Vardas8002     Pavarde8002    7      1      1      4      3      2      10     5      0      9      6      1      1      2      4      7      
Vardas8003     Pavarde8003    1      4      7      6      6      0      2      3      3      10     6      4      8      0      8      10     
Vardas8004     Pavarde8004    4      5      3      8      4      9      10     2      2      5      3      8      2      7      4      5      
Vardas8005     Pavarde8005    0      3      0      2      6      7      4      0      8      5      10     3      3      0      3      3      
Vardas8006     Pavarde8006    4      4      2      1      4      4      1      8      10     7      9      0      6      7      4      3      
Vardas8007     Pavarde8007    1      9      5      7      6      4      6      6      10     4      4      9      0      9      3      10     
Vardas8008     Pavarde8008    0      6      7      1      1      4      8      5      8      9      4      2      4      9      2      3      
Vardas8009     Pavarde8009    0      4      1      0      8      5      9      2      6      8      5      5      0      4      5      6      
Vardas8010     Pavarde8010    10     5      5      6      5      9      8      6      1      1      2      3      9      9      7      5      
Vardas8011     Pavarde8011    8      8      3      5      1      1      9      8      10     4      8      3      8      6      5      10     
Vardas8012     Pavarde8012    1      5      3      1      7      3      1      7      3      7      5      0      0      1      5      0      
Vardas8013     Pavarde8013    6      4      7      8      6      2      4      5      0      0      4      6      0      1      6      0      
Vardas8014     Pavarde8014    3      7      6      7      9      4      3      5      10     8      9      5      3      0      8      0      
Vardas8015     Pavarde8015    7      3      3      6      1      8      3      8      3      1      1      10     6      5      2      2      
Vardas8016     Pavarde8016    3      9      1      0      2      3      4      4      5      3      6      0      9      5      0      4      
Vardas8017     Pavarde8017    10     4      4      10     7      8      2      9      9      1      0      8      4      10     3      10     
Vardas8018     Pavarde8018    9      1      8      1      4      1      4      1      7      7      0      3      5      1      9      2      
Vardas8019     Pavarde8019    7      4      7      0      8      5      7      7      10     6      9      2      4      0      3      7      
Vardas8020     Pavarde8020    2      7      6      9      6      10     9      3      7      2      9      6      0      6      0      1      
Vardas8021     Pavarde8021    5      9      3      10     3      7      10     6      1      10     1      10     4      1      8      1      
Vardas8022     Pavarde8022    1      10     6      0      5      5      5      5      5      3      4      2      10     0      10     7      
Vardas8023     Pavarde8023    7      3      9      3      5      2      4      10     0      1      9      3      1      4      5      5      
Vardas8024     Pavarde8024    10     5      10     10     2      3      1      1      2      2      10     6      10     4      8      2      
Vardas8025     Pavarde8025    4      7      10     5      2      1      1      8      6      10     7      0      1      5      5      10     
Vardas8026     Pavarde8026    7      10     1      0      5      7      5      1      6      10     3      1      6      6      6      9      
Vardas8027     Pavarde8027    6      6      5      7      1      9      2      4      7      10     4      8      2      2      7      2      
Vardas8028     Pavarde8028    10     1      2      6      2      3      7      8      1      2      7      4      8      9      3      1      
Vardas8029     Pavarde8029    3      5      2      5      7      10     9      8      5      5      3      6      3      10     10     1      
Vardas8030     Pavarde8030    9      1      4      0      6      0      7      9      9      3      8      6      10     4      9      8      
Vardas8031     Pavarde8031    3      1      3      2      9      1      3      8      3      6      8      7      5      1      10     2      
Vardas8032     Pavarde8032    3      9      2      8      3      3      7      10     2      10     8      9      2      3      8      1      
Vardas8033     Pavarde8033    9      1      1      4      6      6      9      8      9      9      10     7      2      5      4      1      
Vardas8034     Pavarde8034    9      9      4      3      10     3      6      5      0      4      8      5      0      3      9      1      
Vardas8035     Pavarde8035    5      1      5      2      8      0      9      0      6      10     4      8      6      1      10     4      
Vardas8036     Pavarde8036    1      8      2      4      0      1      10     4      1      10     1      0      1      4      1      5      
Vardas8037     Pavarde8037    1      7      1      3      9      0      1      6      8      10     3      0      1      0      4      8      
Vardas8038     Pavarde8038    9      4      6      10     9      7      6      9      1      0      1      2      4      6      6      0      
Vardas8039     Pavarde8039    3      1      5      10     4      1      5      2      4      0      9      8      9      4      0      10     
Vardas8040     Pavarde8040    0      1      5      0      3      2      9      0      10     7      7      2      10     6      2      9      
Vardas8041     Pavarde8041    3      3      7      5      5      10     3      4      10     10     2      1      1      7      0      10     
Vardas8042     Pavarde8042    3      3      7      7      7      9      2      5      7      6      4      8      3      0      8      1      
Vardas8043     Pavarde8043    7      2      3      2      9      9      5      5      8      2      9      3      6      10     10     3      
Vardas8044     Pavarde8044    2      6      5      10     2      6      8      10     9      9      10     8      6      8      0      4      
Vardas8045     Pavarde8045    3      3      0      0      2      6      4      5      8      10     8      1      2      6      7      6      
Vardas8046     Pavarde8046    1      6      10     9      10     10     6      0      5      1      10     4      10     5      1      0      
Vardas8047     Pavarde8047    8      4      9      4      10     0      6      5      9      7      3      10     3      0      10     6      
Vardas8048     Pavarde8048    10     3      6      7      2      5      6      8      9      2      3      2      9      8      2      7      
Vardas8049     Pavarde8049    10     0      9      10     8      2      7      8      1      10     1      0      9      10     0      8      
Vardas8050     Pavarde8050    1      1      0      10     9      1      9      9      4      2      2      5      3      4      2      0      
Vardas8051     Pavarde8051    1      10     0      1      9      10     10     6      10     5      3      8      7      1      8      4      
Vardas8052     Pavarde8052    2      1      1      10     0      6      6      8      0      3      3      1      7      1      1      9      
Vardas8053     Pavarde8053    10     7      8      6      10     9      3      7      6      5      1      10     0      4      9      2      
Vardas8054     Pavarde8054    1      10     10     0      2      0      7      8      5      4      1      7      9      3      1      0      
Vardas8055     Pavarde8055    0      8      5      2      4      2      5      9      4      9      3      4      4      10     9      10     
Vardas8056     Pavarde8056    6      1      7      0      10     8      2      3      2      9      7      7      3      7      0      0      
Vardas8057     Pavarde8057    1      6      2      2      7      0      6      4      10     8      10     6      5      9      7      9      
Vardas8058     Pavarde8058    1      2      10     8      4      2      0      4      4      6      0      10     3      9      5      8      
Vardas8059     Pavarde8059    2      1      1      1      0      3      0      9      6      1      8      2      4      1      4      8      
Vardas8060     Pavarde8060    9      6      9      1      10     1      9      0      6      5      7      9      0      6      2      7      
Vardas8061     Pavarde8061    9      4      7      3      9      9      4      1      2      2      9      1      5      2      1      3      
Vardas8062     Pavarde8062    2      1      8      8      6      4      4      0      0      3      9      8      0      6      1      5      
Vardas8063     Pavarde8063    7      10     3      1      5      10     9      4      8      7      7      1      10     2      0      0      
Vardas8064     Pavarde8064    0      7      5      3      2      0      10     1      7      7      5      9      4      9      6      7      
Vardas8065     Pavarde8065    1      9      0      2      1      1      2      9      0      6      1      1      2      3      4      0      
Vardas8066     Pavarde8066    6      9      2      4      5      6      8      8      7      5      7      2      4      0      4      3      
Vardas8067     Pavarde8067    1      7      5      2      8      1      3      4      2      4      7      2      7      1      3      8      
Vardas8068     Pavarde8068    3      5      8      5      5      3      9      0      3      4      9      9      2      0      0      4      
Vardas8069     Pavarde8069    9      4      3      6      1      0      5      2      3      0      3      10     7      8      2      4      
Vardas8070     Pavarde8070    10     9      6      4      1      3      10     10     7      10     7      7      5      9      0      9      
Vardas8071     Pavarde8071    8      0      8      5      6      6      1      10     9      1      0      3      8      8      4      4      
Vardas8072     Pavarde8072    3      2      4      5      7      2      4      0      2      6      5      6      4      1      7      6      
Vardas8073     Pavarde8073    2      3      9      6      6      7      7      8      4      2      10     5      7      3      3      1      
Vardas8074     Pavarde8074    8      5      4      10     0      6      1      0      2      9      10     1      4      9      7      6      
Vardas8075     Pavarde8075    3      0      3      9      2      0      8      5      7      4      10     5      5      2      2      0      
Vardas8076     Pavarde8076    4      0      1      4      3      7      0      6      9      9      7      0      8      4      4      6      
Vardas8077     Pavarde8077    2      9      4      8      4      8      5      1      7      0      3      5      9      3      6      6      
Vardas8078     Pavarde8078    5      10     6      0      2      0      8      4      10     0      8      7      4      10     6      4      
Vardas8079     Pavarde8079    3      5      1      6      9      1      2      8      3      3      3      6      9      1      5      4      
Vardas8080     Pavarde8080    6      1      4      2      0      6      6      1      1      7      8      3      2      10     0      4      
Vardas8081     Pavarde8081    4      10     7      7      7      9      9      10     0      5      0      5      8      2      9      3      
Vardas8082     Pavarde8082    10     9      8      3      8      0      3      9      5      9      7      0      0      6      6      6      
Vardas8083     Pavarde8083    2      7      6      9      10     10     6      7      7      0      1      8      0      2      0      7      
Vardas8084     Pavarde8084    9      10     6      1      7      3      4      7      7      8      2      3      9      6      7      9      
Vardas8085     Pavarde8085    4      5      10     7      6      6      2      10     4      8      9      4      8      2      10     7      
Vardas8086     Pavarde8086    0      6      8      6      0      0      5      7      10     1      4      5      8      2      3      6      
Vardas8087     Pavarde8087    9      0      1      3      10     3      4      2      7      7      7      5      1      3      1      2      
Vardas8088     Pavarde8088    2      2      4      3      5      10     9      7      4      5      5      8      4      9      5      5      
Vardas8089     Pavarde8089    0      3      1      7      8      1      0      2      0      5      9      0      8      9      0      9      
Vardas8090     Pavarde8090    6      2      3      2      10     8      0      10     5      5      7      0      2      9      5      7      
Vardas8091     Pavarde8091    7      2      9      3      4      7      0      1      8      9      5      2      1      4      1      8      
Vardas8092     Pavarde8092    6      10     10     5      2      6      8      9      8      6      2      9      1      2      0      6      
Vardas8093     Pavarde8093    9      10     4      6      9      1      7      0      6      7      2      5      0      7      10     10     
Vardas8094     Pavarde8094    5      9      10     10     10     6      4      2      7      10     8      1      6      8      4      1      
Vardas8095     Pavarde8095    7      4      3      6      10     6      0      7      1      6      4      0      10     6      8      7      
Vardas8096     Pavarde8096    9      4      0      1      9      1      2      6      10     7      1      3      0      10     1      9      
Vardas8097     Pavarde8097    5      3      1      1      9      2      10     2      9      4      10     2      6      2      3      5      
Vardas8098     Pavarde8098    3      5      5      9      9      3      8      7      6      0      3      8      1      2      3      5      
Vardas8099     Pavarde8099    0      1      6      6      6      1      8      8      10     7      8      5      1      7      6      9      
Vardas8100     Pavarde8100    3      0      6      2      7      1      10     3      4      1      1      1      3      3      1      2      
Vardas8101     Pavarde8101    2      5      7      10     6      0      7      6      10     1      2      2      2      6      10     9      
Vardas8102     Pavarde8102    2      8      3      1      4      10     5      4      6      4      2      10     6      4      2      1      
Vardas8103     Pavarde8103    10     7      1      8      3      9      0      4      9      1      3      6      1      2      5      6      
Vardas8104     Pavarde8104    1      7      5      10     9      0      5      0      5      1      9      1      8      0      5      5      
Vardas8105     Pavarde8105    10     4      1      1      9      2      4      2      6      1      5      3      10     2      7      7      
Vardas8106     Pavarde8106    6      7      0      7      1      1      8      1      8      5      4      3      2      1      9      10     
Vardas8107     Pavarde8107    1      10     0      9      1      2      3      4      2      6      7      5      5      5      10     3      
Vardas8108     Pavarde8108    2      5      9      2      1      3      3      9      5      2      1      8      5      5      3      9      
Vardas8109     Pavarde8109    2      4      10     0      1      6      9      1      5      8      10     1      9      4      0      1      
Vardas8110     Pavarde8110    6      9      3      6      1      10     4      2      5      9      9      5      9      10     10     9      
Vardas8111     Pavarde8111    2      6      10     1      0      1      10     1      2      10     5      1      4      10     10     8      
Vardas8112     Pavarde8112    8      10     1      7      9      0      2      8      7      10     9      9      6      2      2      0      
Vardas8113     Pavarde8113    3      7      8      10     1      7      2      6      1      10     9      2      7      1      9      3      
Vardas8114     Pavarde8114    0      5      8      2      10     5      9      10     6      9      9      9      2      0      6      8      
Vardas8115     Pavarde8115    3      9      8      7      7      6      5      10     5      0      1      1      3      6      1      4      
Vardas8116     Pavarde8116    1      0      9      0      7      9      0      0      4      8      2      7      6      8      0      9      
Vardas8117     Pavarde8117    5      4      7      4      5      2      7      3      2      7      1      1      9      3      7      5      
Vardas8118     Pavarde8118    4      8      2      0      8      2      5      7      8      10     3      7      8      7      5      6      
Vardas8119     Pavarde8119    4      9      2      10     7      3      2      4      1      9      7      0      10     10     4      4      
Vardas8120     Pavarde8120    10     3      7      1      5      9      9      1      1      5      4      10     7      9      9      7      
Vardas8121     Pavarde8121    3      10     4      2      0      3      3      0      7      9      9      4      5      6      3      9      
Vardas8122     Pavarde8122    1      5      9      6      0      0      5      5      10     3      0      8      8      8      5      0      
Vardas8123     Pavarde8123    3      4      5      0      9      1      4      5      5      3      7      3      10     10     2      6      
Vardas8124     Pavarde8124    9      7      6      3      8      4      6      9      3      6      4      10     7      5      1      4      
Vardas8125     Pavarde8125    7      1      1      6      2      8      0      0      2      2      7      3      6      0      5      0      
Vardas8126     Pavarde8126    3      2      6      8      5      8      0      1      6      0      5      8      0      7      1      8      
Vardas8127     Pavarde8127    2      2      2      4      4      0      8      1      9      7      2      6      10     0      10     5      
Vardas8128     Pavarde8128    8      6      5      10     9      10     9      8      8      0      10     4      7      7      9      10     
Vardas8129     Pavarde8129    5      5      8      4      6      10     9      3      3      10     1      0      5      10     0      5      
Vardas8130     Pavarde8130    2      3      5      0      3      3      6      0      5      4      3      6      5      2      1      4      
Vardas8131     Pavarde8131    2      7      4      4      10     1      3      2      6      7      1      8      3      8      1      9      
Vardas8132     Pavarde8132    8      10     5      4      5      2      6      8      6      3      6      5      3      3      7      0      
Vardas8133     Pavarde8133    6      7      3      4      1      10     4      1      7      6      10     0      9      2      7      5      
Vardas8134     Pavarde8134    4      1      7      9      9      1      8      8      1      10     3      10     6      3      9      8      
Vardas8135     Pavarde8135    8      2      5      2      2      8      8      9      3      7      8      1      4      5      5      6      
Vardas8136     Pavarde8136    5      9      9      9      10     1      2      8      8      4      2      2      2      3      4      8      
Vardas8137     Pavarde8137    1      2      5      0      4      4      3      5      10     1      6      10     3      10     2      10     
Vardas8138     Pavarde8138    6      8      6      6      9      5      9      8      0      8      8      10     3      7      1      6      
Vardas8139     Pavarde8139    6      4      4      3      0      3      1      9      3      10     1      10     8      5      10     3      
Vardas8140     Pavarde8140    0      8      1      6      2      9      7      4      6      9      3      0      8      6      4      6      
Vardas8141     Pavarde8141    9      1      4      8      10     7      8      6      4      3      1      3      10     6      3      7      
Vardas8142     Pavarde8142    9      3      3      8      4      10     9      8      4      4      8      10     8      3      6      1      
Vardas8143     Pavarde8143    7      4      8      6      9      6      1      2      7      7      9      0      6      0      10     7      
Vardas8144     Pavarde8144    10     1      6      4      6      9      0      2      6      1      9      8      8      3      0      8      
Vardas8145     Pavarde8145    8      0      6      1      4      4      7      1      3      4      6      1      10     9      7      3      
Vardas8146     Pavarde8146    4      6      9      6      8      8      6      10     6      1      0      10     9      3      0      6      
Vardas8147     Pavarde8147    7      2      7      0      10     10     1      0      3      2      6      3      1      2      9      7      
Vardas8148     Pavarde8148    8      0      2      8      3      9      9      3      7      3      10     10     3      7      5      1      
Vardas8149     Pavarde8149    7      10     4      9      10     1      0      5      8      8      6      1      1      6      8      1      
Vardas8150     Pavarde8150    10     3      9      6      4      6      5      0      10     8      8      4      9      1      4      8      
Vardas8151     Pavarde8151    9      4      3      2      9      10     10     7      10     0      1      2      0      4      9      5      
Vardas8152     Pavarde8152    7      0      6      5      2      2      5      5      9      0      1      2      6      8      7      10     
